order_book_id,industry_code,market_tplus,symbol,special_type,exchange,status,type,de_listed_date,listed_date,sector_code_name,abbrev_symbol,sector_code,round_lot,trading_hours,board_type,industry_name,issue_price,trading_code,office_address,province,purchasedate
300084.XSHE,B11,1,海默科技,Normal,XSHE,Active,CS,0000-00-00,2010-05-20,能源,HMKJ,Energy,100.0,"09:31-11:30,13:01-15:00",GEM,开采辅助活动,33.0,300084,甘肃省兰州市城关区张苏滩593号,甘肃省,
300085.XSHE,I65,1,银之杰,Normal,XSHE,Active,CS,0000-00-00,2010-05-26,信息技术,YZJ,InformationTechnology,100.0,"09:31-11:30,13:01-15:00",GEM,软件和信息技术服务业,28.0,300085,广东省深圳市福田区泰然七路博今商务广场B座十二层,广东省,
300086.XSHE,C27,1,康芝药业,Normal,XSHE,Active,CS,0000-00-00,2010-05-26,医疗保健,KZYY,HealthCare,100.0,"09:31-11:30,13:01-15:00",GEM,医药制造业,60.0,300086,海口国家高新技术产业开发区药谷工业园药谷三路6号及广州东山广场26楼,海南省,
300087.XSHE,A01,1,荃银高科,Normal,XSHE,Active,CS,0000-00-00,2010-05-26,必需消费品,QYGK,ConsumerStaples,100.0,"09:31-11:30,13:01-15:00",GEM,农业,35.6,300087,安徽省合肥市高新区创新大道98号,安徽省,
300088.XSHE,C39,1,长信科技,Normal,XSHE,Active,CS,0000-00-00,2010-05-26,信息技术,CXKJ,InformationTechnology,100.0,"09:31-11:30,13:01-15:00",GEM,计算机、通信和其他电子设备制造业,24.0,300088,中国(安徽)自由贸易试验区芜湖片区汽经二路以东,安徽省,
300089.XSHE,Unknown,1,文化退,Other,XSHE,Delisted,CS,2023-07-13,2010-06-25,未知,WHT,Unknown,100.0,"09:31-11:30,13:01-15:00",GEM,未知,20.5,300089,广东省潮州市枫溪区蔡陇大道,广东省,
300090.XSHE,Unknown,1,盛运退,Other,XSHE,Delisted,CS,2020-08-25,2010-06-25,未知,SYT,Unknown,100.0,"09:31-11:30,13:01-15:00",GEM,未知,17.0,300090,安徽省桐城市经济开发区新东环路,安徽省,
300091.XSHE,C34,1,金通灵,Normal,XSHE,Active,CS,0000-00-00,2010-06-25,工业,JTL,Industrials,100.0,"09:31-11:30,13:01-15:00",GEM,通用设备制造业,28.2,300091,南通市钟秀中路135号,江苏省,
300092.XSHE,C35,1,科新机电,Normal,XSHE,Active,CS,0000-00-00,2010-07-08,工业,KXJD,Industrials,100.0,"09:31-11:30,13:01-15:00",GEM,专用设备制造业,16.0,300092,四川省什邡市经济开发区沱江路西段21号,四川省,
300093.XSHE,C30,1,金刚光伏,Normal,XSHE,Active,CS,0000-00-00,2010-07-08,工业,JGGF,Industrials,100.0,"09:31-11:30,13:01-15:00",GEM,非金属矿物制品业,16.2,300093,江苏省苏州市吴江经济开发区采字路168号,甘肃省,
300094.XSHE,C13,1,国联水产,Normal,XSHE,Active,CS,0000-00-00,2010-07-08,必需消费品,GLSC,ConsumerStaples,100.0,"09:31-11:30,13:01-15:00",GEM,农副食品加工业,14.38,300094,广东湛江吴川市黄坡镇(吴川)华昱产业转移工业园工业大道6号,广东省,
300095.XSHE,C35,1,华伍股份,Normal,XSHE,Active,CS,0000-00-00,2010-07-28,工业,HWGF,Industrials,100.0,"09:31-11:30,13:01-15:00",GEM,专用设备制造业,22.56,300095,江西省丰城市高新技术产业园区火炬大道26号,江西省,
300096.XSHE,I65,1,ST易联众,ST,XSHE,Active,CS,0000-00-00,2010-07-28,信息技术,STYLZ,InformationTechnology,100.0,"09:31-11:30,13:01-15:00",GEM,软件和信息技术服务业,19.8,300096,福建省厦门市软件园二期观日路18号502室,福建省,
300097.XSHE,C35,1,ST智云,ST,XSHE,Active,CS,0000-00-00,2010-07-28,工业,STZY,Industrials,100.0,"09:31-11:30,13:01-15:00",GEM,专用设备制造业,19.38,300097,辽宁省大连市甘井子区营日路32号-1,辽宁省,
300098.XSHE,I65,1,高新兴,Normal,XSHE,Active,CS,0000-00-00,2010-07-28,信息技术,GXX,InformationTechnology,100.0,"09:31-11:30,13:01-15:00",GEM,软件和信息技术服务业,36.0,300098,广州市黄埔区科学城开创大道2819号,广东省,
300099.XSHE,C35,1,尤洛卡,Normal,XSHE,Active,CS,0000-00-00,2010-08-06,工业,YLK,Industrials,100.0,"09:31-11:30,13:01-15:00",GEM,专用设备制造业,48.65,300099,山东省泰安市高新区凤祥路以西规划支路以北,山东省,
300100.XSHE,C36,1,双林股份,Normal,XSHE,Active,CS,0000-00-00,2010-08-06,非必须消费品,SLGF,ConsumerDiscretionary,100.0,"09:31-11:30,13:01-15:00",GEM,汽车制造业,20.91,300100,上海市青浦区北盈路202号,浙江省,
300101.XSHE,C39,1,振芯科技,Normal,XSHE,Active,CS,0000-00-00,2010-08-06,工业,ZXKJ,Industrials,100.0,"09:31-11:30,13:01-15:00",GEM,计算机、通信和其他电子设备制造业,32.0,300101,成都高新区高朋大道1号,四川省,
300102.XSHE,C39,1,乾照光电,Normal,XSHE,Active,CS,0000-00-00,2010-08-12,信息技术,QZGD,InformationTechnology,100.0,"09:31-11:30,13:01-15:00",GEM,计算机、通信和其他电子设备制造业,45.0,300102,福建省厦门火炬高新区(翔安)产业区翔天路259-269号,福建省,
300103.XSHE,N77,1,达刚控股,Normal,XSHE,Active,CS,0000-00-00,2010-08-12,工业,DGKG,Industrials,100.0,"09:31-11:30,13:01-15:00",GEM,生态保护和环境治理业,29.1,300103,西安市高新区毕原三路10号,陕西省,
300104.XSHE,Unknown,1,乐视退,Other,XSHE,Delisted,CS,2020-07-21,2010-08-12,未知,LST,Unknown,100.0,"09:31-11:30,13:01-15:00",GEM,未知,29.2,300104,北京市朝阳区朝阳北路102号楼-1层-101内220,北京市,
300105.XSHE,C38,1,龙源技术,Normal,XSHE,Active,CS,0000-00-00,2010-08-20,工业,LYJS,Industrials,100.0,"09:31-11:30,13:01-15:00",GEM,电气机械和器材制造业,53.0,300105,山东省烟台市自由贸易试验区烟台片区烟台开发区白云山路2号,山东省,
300106.XSHE,A03,1,西部牧业,Normal,XSHE,Active,CS,0000-00-00,2010-08-20,必需消费品,XBMY,ConsumerStaples,100.0,"09:31-11:30,13:01-15:00",GEM,畜牧业,11.9,300106,新疆石河子市开发区北一东路28号,新疆维吾尔自治区,
300107.XSHE,C26,1,建新股份,Normal,XSHE,Active,CS,0000-00-00,2010-08-20,原材料,JXGF,Materials,100.0,"09:31-11:30,13:01-15:00",GEM,化学原料和化学制品制造业,38.0,300107,沧州市清池南大道建新大厦8楼,河北省,
300108.XSHE,C27,1,*ST吉药,StarST,XSHE,Active,CS,0000-00-00,2010-08-25,医疗保健,*STJY,HealthCare,100.0,"09:31-11:30,13:01-15:00",GEM,医药制造业,20.48,300108,吉林省梅河口市环城北路6号,吉林省,
300109.XSHE,C26,1,新开源,Normal,XSHE,Active,CS,0000-00-00,2010-08-25,原材料,XKY,Materials,100.0,"09:31-11:30,13:01-15:00",GEM,化学原料和化学制品制造业,30.0,300109,河南省焦作市博爱县文化路(东段)1888号,河南省,
300110.XSHE,C27,1,华仁药业,Normal,XSHE,Active,CS,0000-00-00,2010-08-25,医疗保健,HRYY,HealthCare,100.0,"09:31-11:30,13:01-15:00",GEM,医药制造业,13.99,300110,青岛市高科技工业园株洲路187号,山东省,
300111.XSHE,C27,1,向日葵,Normal,XSHE,Active,CS,0000-00-00,2010-08-27,信息技术,XRK,InformationTechnology,100.0,"09:31-11:30,13:01-15:00",GEM,医药制造业,16.8,300111,浙江省绍兴市袍江工业区三江路,浙江省,
300112.XSHE,C40,1,万讯自控,Normal,XSHE,Active,CS,0000-00-00,2010-08-27,信息技术,WXZK,InformationTechnology,100.0,"09:31-11:30,13:01-15:00",GEM,仪器仪表制造业,17.43,300112,深圳市南山区高新技术产业园北区三号路万讯自控大楼1-6层,广东省,
300113.XSHE,I64,1,顺网科技,Normal,XSHE,Active,CS,0000-00-00,2010-08-27,电信服务,SWKJ,TelecommunicationServices,100.0,"09:31-11:30,13:01-15:00",GEM,互联网和相关服务,42.98,300113,杭州市拱墅区湖州街555号顺网运河国际(1号楼、2号楼、3号楼、4号楼、6号楼),浙江省,
300114.XSHE,C39,1,中航电测,Normal,XSHE,Active,CS,0000-00-00,2010-08-27,信息技术,ZHDC,InformationTechnology,100.0,"09:31-11:30,13:01-15:00",GEM,计算机、通信和其他电子设备制造业,25.0,300114,陕西省西安市高新技术产业开发区西部大道166号,陕西省,
300115.XSHE,C39,1,长盈精密,Normal,XSHE,Active,CS,0000-00-00,2010-09-02,信息技术,CYJM,InformationTechnology,100.0,"09:31-11:30,13:01-15:00",GEM,计算机、通信和其他电子设备制造业,43.0,300115,深圳市宝安区福永镇桥头富桥工业三区11栋,广东省,
300116.XSHE,Unknown,1,*ST保力,StarST,XSHE,Delisted,CS,2024-07-25,2010-09-02,未知,*STBL,Unknown,100.0,"09:31-11:30,13:01-15:00",GEM,未知,19.98,300116,陕西省西安市高新区沣惠南路34号新长安广场A座0701室;深圳市南山区兴海大道3040号前海世茂金融中心二期4602室,陕西省,
300117.XSHE,E50,1,*ST嘉寓,StarST,XSHE,Active,CS,0000-00-00,2010-09-02,工业,*STJY,Industrials,100.0,"09:31-11:30,13:01-15:00",GEM,建筑装饰和其他建筑业,26.0,300117,北京市顺义区牛栏山牛富路1号,北京市,
300118.XSHE,C38,1,东方日升,Normal,XSHE,Active,CS,0000-00-00,2010-09-02,信息技术,DFRS,InformationTechnology,100.0,"09:31-11:30,13:01-15:00",GEM,电气机械和器材制造业,42.0,300118,浙江省宁波市宁海县梅林街道塔山工业园区,浙江省,
300119.XSHE,C27,1,瑞普生物,Normal,XSHE,Active,CS,0000-00-00,2010-09-17,医疗保健,RPSW,HealthCare,100.0,"09:31-11:30,13:01-15:00",GEM,医药制造业,60.0,300119,天津自贸试验区(空港经济区)东九道1号,天津市,
300120.XSHE,C39,1,经纬辉开,Normal,XSHE,Active,CS,0000-00-00,2010-09-17,工业,JWHK,Industrials,100.0,"09:31-11:30,13:01-15:00",GEM,计算机、通信和其他电子设备制造业,21.0,300120,天津市津南区小站工业区创新道1号,天津市,
300121.XSHE,C26,1,阳谷华泰,Normal,XSHE,Active,CS,0000-00-00,2010-09-17,原材料,YGHT,Materials,100.0,"09:31-11:30,13:01-15:00",GEM,化学原料和化学制品制造业,20.8,300121,山东省阳谷县清河西路399号,山东省,
300122.XSHE,C27,1,智飞生物,Normal,XSHE,Active,CS,0000-00-00,2010-09-28,医疗保健,ZFSW,HealthCare,100.0,"09:31-11:30,13:01-15:00",GEM,医药制造业,37.98,300122,重庆市江北区庆云路1号50层,重庆市,
300123.XSHE,C37,1,亚光科技,Normal,XSHE,Active,CS,0000-00-00,2010-09-28,工业,YGKJ,Industrials,100.0,"09:31-11:30,13:01-15:00",GEM,铁路、船舶、航空航天和其他运输设备制造业,28.88,300123,湖南省沅江市游艇工业园,湖南省,
300124.XSHE,C38,1,汇川技术,Normal,XSHE,Active,CS,0000-00-00,2010-09-28,工业,HCJS,Industrials,100.0,"09:31-11:30,13:01-15:00",GEM,电气机械和器材制造业,71.88,300124,深圳市龙华区观湖街道鹭湖社区澜清二路6号汇川技术总部大厦1单元101,广东省,
300125.XSHE,C38,1,ST聆达,Other,XSHE,Active,CS,0000-00-00,2010-10-13,公用事业,STLD,Utilities,100.0,"09:31-11:30,13:01-15:00",GEM,电气机械和器材制造业,55.0,300125,安徽省六安市金寨经济开发区(现代产业园区)笔架山路1号,辽宁省,
300126.XSHE,C34,1,锐奇股份,Normal,XSHE,Active,CS,0000-00-00,2010-10-13,工业,RQGF,Industrials,100.0,"09:31-11:30,13:01-15:00",GEM,通用设备制造业,34.0,300126,上海市松江区新桥镇新茸路5号,上海市,
300127.XSHE,C39,1,银河磁体,Normal,XSHE,Active,CS,0000-00-00,2010-10-13,信息技术,YHCT,InformationTechnology,100.0,"09:31-11:30,13:01-15:00",GEM,计算机、通信和其他电子设备制造业,18.0,300127,成都高新区西区百草路6号(门牌号608),四川省,
300128.XSHE,C39,1,锦富技术,Normal,XSHE,Active,CS,0000-00-00,2010-10-13,信息技术,JFJS,InformationTechnology,100.0,"09:31-11:30,13:01-15:00",GEM,计算机、通信和其他电子设备制造业,35.0,300128,苏州工业园区江浦路39号,江苏省,
300129.XSHE,C38,1,泰胜风能,Normal,XSHE,Active,CS,0000-00-00,2010-10-19,工业,TSFN,Industrials,100.0,"09:31-11:30,13:01-15:00",GEM,电气机械和器材制造业,31.0,300129,上海市徐汇区龙耀路175号星扬西岸中心40楼,上海市,
300130.XSHE,C35,1,新国都,Normal,XSHE,Active,CS,0000-00-00,2010-10-19,信息技术,XGD,InformationTechnology,100.0,"09:31-11:30,13:01-15:00",GEM,专用设备制造业,43.33,300130,广东省深圳市南山区科技南十二路20号嘉联支付大厦11楼,广东省,
300131.XSHE,F51,1,英唐智控,Normal,XSHE,Active,CS,0000-00-00,2010-10-19,信息技术,YTZK,InformationTechnology,100.0,"09:31-11:30,13:01-15:00",GEM,批发业,36.0,300131,深圳市宝安区新安街道海旺社区宝兴路6号海纳百川总部大厦B座6层、7层、8层,广东省,
300132.XSHE,C26,1,青松股份,Normal,XSHE,Active,CS,0000-00-00,2010-10-26,原材料,QSGF,Materials,100.0,"09:31-11:30,13:01-15:00",GEM,化学原料和化学制品制造业,23.0,300132,广东省中山市南头镇东福北路50号B幢首层之五,福建省,
300133.XSHE,R86,1,华策影视,Normal,XSHE,Active,CS,0000-00-00,2010-10-26,电信服务,HCYS,TelecommunicationServices,100.0,"09:31-11:30,13:01-15:00",GEM,广播、电视、电影和影视录音制作业,68.0,300133,浙江省杭州市西湖区华策中心1号楼401室,浙江省,
300134.XSHE,C39,1,大富科技,Normal,XSHE,Active,CS,0000-00-00,2010-10-26,信息技术,DFKJ,InformationTechnology,100.0,"09:31-11:30,13:01-15:00",GEM,计算机、通信和其他电子设备制造业,49.5,300134,深圳市宝安区沙井街道蚝乡路沙井工业公司第三工业区A2,安徽省,
300135.XSHE,C26,1,宝利国际,Normal,XSHE,Active,CS,0000-00-00,2010-10-26,原材料,BLGJ,Materials,100.0,"09:31-11:30,13:01-15:00",GEM,化学原料和化学制品制造业,36.46,300135,上海市闵行区申长路988弄虹桥万科中心2号楼8楼,江苏省,
300136.XSHE,C39,1,信维通信,Normal,XSHE,Active,CS,0000-00-00,2010-11-05,信息技术,XWTX,InformationTechnology,100.0,"09:31-11:30,13:01-15:00",GEM,计算机、通信和其他电子设备制造业,31.75,300136,深圳市宝安区沙井街道西环路1013号A.B栋,广东省,
300137.XSHE,C40,1,ST先河,ST,XSHE,Active,CS,0000-00-00,2010-11-05,信息技术,STXH,InformationTechnology,100.0,"09:31-11:30,13:01-15:00",GEM,仪器仪表制造业,22.0,300137,石家庄市湘江道251号,河北省,
300138.XSHE,C13,1,晨光生物,Normal,XSHE,Active,CS,0000-00-00,2010-11-05,必需消费品,CGSW,ConsumerStaples,100.0,"09:31-11:30,13:01-15:00",GEM,农副食品加工业,30.0,300138,河北省邯郸市曲周县城晨光路1号,河北省,
300139.XSHE,C39,1,晓程科技,Normal,XSHE,Active,CS,0000-00-00,2010-11-12,信息技术,XCKJ,InformationTechnology,100.0,"09:31-11:30,13:01-15:00",GEM,计算机、通信和其他电子设备制造业,62.5,300139,北京市海淀区西三环北路87号国际财经中心D座503,北京市,
300140.XSHE,C35,1,节能环境,Normal,XSHE,Active,CS,0000-00-00,2010-11-12,工业,JNHJ,Industrials,100.0,"09:31-11:30,13:01-15:00",GEM,专用设备制造业,39.98,300140,西安市经济技术开发区凤城十二路98号,陕西省,
300141.XSHE,C38,1,和顺电气,Normal,XSHE,Active,CS,0000-00-00,2010-11-12,工业,HSDQ,Industrials,100.0,"09:31-11:30,13:01-15:00",GEM,电气机械和器材制造业,31.68,300141,江苏省苏州工业园区和顺路8号,江苏省,
300142.XSHE,C27,1,沃森生物,Normal,XSHE,Active,CS,0000-00-00,2010-11-12,医疗保健,WSSW,HealthCare,100.0,"09:31-11:30,13:01-15:00",GEM,医药制造业,95.0,300142,云南省昆明市高新区科新路395号,云南省,
300143.XSHE,Q83,1,盈康生命,Normal,XSHE,Active,CS,0000-00-00,2010-12-09,必需消费品,YKSM,ConsumerStaples,100.0,"09:31-11:30,13:01-15:00",GEM,卫生,36.0,300143,山东省青岛市崂山区海尔路1号盈康一生大厦17楼,山东省,
300144.XSHE,R87,1,宋城演艺,Normal,XSHE,Active,CS,0000-00-00,2010-12-09,非必须消费品,SCYY,ConsumerDiscretionary,100.0,"09:31-11:30,13:01-15:00",GEM,文化艺术业,53.0,300144,浙江省杭州市之江路148号,浙江省,
300145.XSHE,C34,1,中金环境,Normal,XSHE,Active,CS,0000-00-00,2010-12-09,工业,ZJHJ,Industrials,100.0,"09:31-11:30,13:01-15:00",GEM,通用设备制造业,37.8,300145,浙江省杭州市余杭区仁和街道仁河大道46号,浙江省,
300146.XSHE,C14,1,汤臣倍健,Normal,XSHE,Active,CS,0000-00-00,2010-12-15,必需消费品,TCBJ,ConsumerStaples,100.0,"09:31-11:30,13:01-15:00",GEM,食品制造业,110.0,300146,广东省广州市黄埔区鱼珠街道黄埔大道东916号,广东省,
300147.XSHE,C27,1,香雪制药,Normal,XSHE,Active,CS,0000-00-00,2010-12-15,医疗保健,XXZY,HealthCare,100.0,"09:31-11:30,13:01-15:00",GEM,医药制造业,33.99,300147,广东省广州市黄埔区广州开发区科学城金峰园路2号(自编第一、二、三、四、五、六、七、八栋),广东省,
300148.XSHE,I64,1,天舟文化,Normal,XSHE,Active,CS,0000-00-00,2010-12-15,电信服务,TZWH,TelecommunicationServices,100.0,"09:31-11:30,13:01-15:00",GEM,互联网和相关服务,21.88,300148,湖南省长沙市开福区匍园路71号马栏山信息港6栋,湖南省,
300149.XSHE,M73,1,睿智医药,Normal,XSHE,Active,CS,0000-00-00,2010-12-22,医疗保健,RZYY,HealthCare,100.0,"09:31-11:30,13:01-15:00",GEM,研究和试验发展,28.0,300149,广东省广州市越秀区东风中路268号交易广场28楼,广东省,
300150.XSHE,I65,1,世纪瑞尔,Normal,XSHE,Active,CS,0000-00-00,2010-12-22,信息技术,SJRE,InformationTechnology,100.0,"09:31-11:30,13:01-15:00",GEM,软件和信息技术服务业,32.99,300150,北京市海淀区上地信息路22号上地科技综合楼B座九、十层,北京市,
300151.XSHE,C35,1,昌红科技,Normal,XSHE,Active,CS,0000-00-00,2010-12-22,工业,CHKJ,Industrials,100.0,"09:31-11:30,13:01-15:00",GEM,专用设备制造业,34.0,300151,深圳市坪山区碧岭街道沙湖社区锦龙大道3号昌红科技公司1层至3层,广东省,
300152.XSHE,N77,1,新动力,Normal,XSHE,Active,CS,0000-00-00,2010-12-29,工业,XDL,Industrials,100.0,"09:31-11:30,13:01-15:00",GEM,生态保护和环境治理业,39.0,300152,中国(河北)自由贸易试验区雄安片区保定市雄安市民服务中心企业办公区A栋西区,河北省,
300153.XSHE,C38,1,科泰电源,Normal,XSHE,Active,CS,0000-00-00,2010-12-29,工业,KTDY,Industrials,100.0,"09:31-11:30,13:01-15:00",GEM,电气机械和器材制造业,40.0,300153,上海市青浦区天辰路1633号,上海市,
300154.XSHE,C34,1,瑞凌股份,Normal,XSHE,Active,CS,0000-00-00,2010-12-29,工业,RLGF,Industrials,100.0,"09:31-11:30,13:01-15:00",GEM,通用设备制造业,38.5,300154,深圳市宝安区新安街道兴东社区67区隆昌路8号飞扬科技创新园B栋501(4-5楼),广东省,
300155.XSHE,C39,1,安居宝,Normal,XSHE,Active,CS,0000-00-00,2011-01-07,信息技术,AJB,InformationTechnology,100.0,"09:31-11:30,13:01-15:00",GEM,计算机、通信和其他电子设备制造业,49.0,300155,广东省广州开发区科学城起云路6号安居宝科技园,广东省,
300156.XSHE,Unknown,1,神雾退,Other,XSHE,Delisted,CS,2020-08-25,2011-01-07,未知,SWT,Unknown,100.0,"09:31-11:30,13:01-15:00",GEM,未知,58.0,300156,北京市昌平区气象科技园区振兴路2号院4号楼3层、7层,北京市,
300157.XSHE,B11,1,新锦动力,Normal,XSHE,Active,CS,0000-00-00,2011-01-07,能源,XJDL,Energy,100.0,"09:31-11:30,13:01-15:00",GEM,开采辅助活动,57.0,300157,北京市海淀区丰秀中路3号院4号楼401室,北京市,
300158.XSHE,C27,1,振东制药,Normal,XSHE,Active,CS,0000-00-00,2011-01-07,医疗保健,ZDZY,HealthCare,100.0,"09:31-11:30,13:01-15:00",GEM,医药制造业,38.8,300158,山西省长治市上党区光明南路振东科技园,山西省,
300159.XSHE,C37,1,新研股份,Normal,XSHE,Active,CS,0000-00-00,2011-01-07,工业,XYGF,Industrials,100.0,"09:31-11:30,13:01-15:00",GEM,铁路、船舶、航空航天和其他运输设备制造业,69.98,300159,新疆乌鲁木齐经济技术开发区融合南路661号,新疆维吾尔自治区,
300160.XSHE,C30,1,秀强股份,Normal,XSHE,Active,CS,0000-00-00,2011-01-13,原材料,XQGF,Materials,100.0,"09:31-11:30,13:01-15:00",GEM,非金属矿物制品业,35.0,300160,江苏省宿迁市宿豫区江山大道28号,江苏省,
300161.XSHE,C34,1,华中数控,Normal,XSHE,Active,CS,0000-00-00,2011-01-13,工业,HZSK,Industrials,100.0,"09:31-11:30,13:01-15:00",GEM,通用设备制造业,26.0,300161,湖北省武汉市东湖开发区华工科技园,湖北省,
300162.XSHE,C39,1,雷曼光电,Normal,XSHE,Active,CS,0000-00-00,2011-01-13,信息技术,LMGD,InformationTechnology,100.0,"09:31-11:30,13:01-15:00",GEM,计算机、通信和其他电子设备制造业,38.0,300162,深圳市南山区松白公路百旺信工业园区二区第八栋,广东省,
300163.XSHE,C17,1,ST先锋,ST,XSHE,Active,CS,0000-00-00,2011-01-13,原材料,STXF,Materials,100.0,"09:31-11:30,13:01-15:00",GEM,纺织业,26.0,300163,浙江省宁波市海曙区集士港镇汇士路8号,浙江省,
300164.XSHE,B11,1,通源石油,Normal,XSHE,Active,CS,0000-00-00,2011-01-13,能源,TYSY,Energy,100.0,"09:31-11:30,13:01-15:00",GEM,开采辅助活动,51.1,300164,西安市高新区唐延路51号人寿壹中心A座13层1307号,陕西省,
300165.XSHE,C40,1,ST天瑞,ST,XSHE,Active,CS,0000-00-00,2011-01-25,信息技术,STTR,InformationTechnology,100.0,"09:31-11:30,13:01-15:00",GEM,仪器仪表制造业,65.0,300165,昆山市玉山镇中华园西路1888号天瑞大厦,江苏省,
300166.XSHE,I65,1,东方国信,Normal,XSHE,Active,CS,0000-00-00,2011-01-25,信息技术,DFGX,InformationTechnology,100.0,"09:31-11:30,13:01-15:00",GEM,软件和信息技术服务业,55.36,300166,北京市朝阳区创达三路1号院1号楼东方国信大厦,北京市,
300167.XSHE,I65,1,*ST迪威,StarST,XSHE,Active,CS,0000-00-00,2011-01-25,信息技术,*STDW,InformationTechnology,100.0,"09:31-11:30,13:01-15:00",GEM,软件和信息技术服务业,51.28,300167,深圳市南山区粤海街道科技园社区琼宇路10号澳特科兴科学园D栋2201,广东省,
300168.XSHE,I65,1,万达信息,Normal,XSHE,Active,CS,0000-00-00,2011-01-25,信息技术,WDXX,InformationTechnology,100.0,"09:31-11:30,13:01-15:00",GEM,软件和信息技术服务业,28.0,300168,上海市联航路1518号;上海市北京西路968号33楼,上海市,
300169.XSHE,C29,1,天晟新材,Normal,XSHE,Active,CS,0000-00-00,2011-01-25,原材料,TSXC,Materials,100.0,"09:31-11:30,13:01-15:00",GEM,橡胶和塑料制品业,32.0,300169,江苏省常州市龙锦路508号,江苏省,
300170.XSHE,I65,1,汉得信息,Normal,XSHE,Active,CS,0000-00-00,2011-02-01,信息技术,HDXX,InformationTechnology,100.0,"09:31-11:30,13:01-15:00",GEM,软件和信息技术服务业,25.32,300170,上海市青浦区汇联路33号,上海市,
300171.XSHE,C35,1,东富龙,Normal,XSHE,Active,CS,0000-00-00,2011-02-01,工业,DFL,Industrials,100.0,"09:31-11:30,13:01-15:00",GEM,专用设备制造业,86.0,300171,上海市闵行区都会路1509号,上海市,
300172.XSHE,N77,1,中电环保,Normal,XSHE,Active,CS,0000-00-00,2011-02-01,工业,ZDHB,Industrials,100.0,"09:31-11:30,13:01-15:00",GEM,生态保护和环境治理业,25.16,300172,江苏省南京市江宁开发区诚信大道1800号,江苏省,
300173.XSHE,C35,1,福能东方,Normal,XSHE,Active,CS,0000-00-00,2011-02-01,工业,FNDF,Industrials,100.0,"09:31-11:30,13:01-15:00",GEM,专用设备制造业,22.39,300173,广东省东莞市万江街道新村新河路51号12栋601室,广东省,
300174.XSHE,C26,1,元力股份,Normal,XSHE,Active,CS,0000-00-00,2011-02-01,原材料,YLGF,Materials,100.0,"09:31-11:30,13:01-15:00",GEM,化学原料和化学制品制造业,24.0,300174,福建省南平市延平区朱熹路8号,福建省,
300175.XSHE,C13,1,朗源股份,Normal,XSHE,Active,CS,0000-00-00,2011-02-15,必需消费品,LYGF,ConsumerStaples,100.0,"09:31-11:30,13:01-15:00",GEM,农副食品加工业,17.1,300175,山东省龙口市高新技术产业园区朗源路299号,山东省,
300176.XSHE,C36,1,鸿特科技,Normal,XSHE,Active,CS,0000-00-00,2011-02-15,非必须消费品,HTKJ,ConsumerDiscretionary,100.0,"09:31-11:30,13:01-15:00",GEM,汽车制造业,16.28,300176,广东省肇庆市鼎湖城区北十区,广东省,
300177.XSHE,C39,1,中海达,Normal,XSHE,Active,CS,0000-00-00,2011-02-15,信息技术,ZHD,InformationTechnology,100.0,"09:31-11:30,13:01-15:00",GEM,计算机、通信和其他电子设备制造业,46.8,300177,广东省广州市番禺区番禺大道北555号天安总部中心13号楼,广东省,
300178.XSHE,Unknown,1,腾邦退,Other,XSHE,Delisted,CS,2022-06-22,2011-02-15,未知,TBT,Unknown,100.0,"09:31-11:30,13:01-15:00",GEM,未知,21.9,300178,深圳市福田区保税区桃花路腾邦物流大厦6楼612号,广东省,
300179.XSHE,C30,1,四方达,Normal,XSHE,Active,CS,0000-00-00,2011-02-15,原材料,SFD,Materials,100.0,"09:31-11:30,13:01-15:00",GEM,非金属矿物制品业,24.75,300179,河南自贸试验区郑州片区(经开)第十大街109号,河南省,
300180.XSHE,C29,1,华峰超纤,Normal,XSHE,Active,CS,0000-00-00,2011-02-22,原材料,HFCX,Materials,100.0,"09:31-11:30,13:01-15:00",GEM,橡胶和塑料制品业,19.73,300180,上海市金山区亭卫南路888号,上海市,
300181.XSHE,C27,1,佐力药业,Normal,XSHE,Active,CS,0000-00-00,2011-02-22,医疗保健,ZLYY,HealthCare,100.0,"09:31-11:30,13:01-15:00",GEM,医药制造业,23.5,300181,浙江省德清县阜溪街道志远北路388号,浙江省,
300182.XSHE,R86,1,捷成股份,Normal,XSHE,Active,CS,0000-00-00,2011-02-22,信息技术,JCGF,InformationTechnology,100.0,"09:31-11:30,13:01-15:00",GEM,广播、电视、电影和影视录音制作业,55.0,300182,北京市昌平区百善镇半壁街村9号,北京市,
300183.XSHE,I65,1,东软载波,Normal,XSHE,Active,CS,0000-00-00,2011-02-22,信息技术,DRZB,InformationTechnology,100.0,"09:31-11:30,13:01-15:00",GEM,软件和信息技术服务业,41.45,300183,青岛市市北区上清路16号甲,山东省,
300184.XSHE,F51,1,力源信息,Normal,XSHE,Active,CS,0000-00-00,2011-02-22,信息技术,LYXX,InformationTechnology,100.0,"09:31-11:30,13:01-15:00",GEM,批发业,20.0,300184,武汉市东湖新技术开发区光谷大道武大园三路5号,湖北省,
300185.XSHE,C34,1,通裕重工,Normal,XSHE,Active,CS,0000-00-00,2011-03-08,工业,TYZG,Industrials,100.0,"09:31-11:30,13:01-15:00",GEM,通用设备制造业,25.0,300185,山东省德州(禹城)国家高新技术产业开发区,山东省,
