code_key,code,Close,Vol_Ratio,Pattern,select_time,symbol,sector_code_name,industry_name,strategy_name,date
603017,603017.SH,11.3,1.9,1板1调,2025-12-04,中衡设计,工业,专业技术服务业,n_pattern_rebound,20251204
301136,301136.SZ,25.02,1.39,1板2调,2025-12-04,招标股份,工业,专业技术服务业,n_pattern_rebound,20251204
001336,001336.SZ,27.07,6.92,1板1调,2025-12-04,楚环科技,工业,专用设备制造业,n_pattern_rebound,20251204
002651,002651.SZ,11.54,1.3,1板3调,2025-12-04,利君股份,工业,专用设备制造业,n_pattern_rebound,20251204
002515,002515.SZ,6.609999999999999,2.37,1板1调,2025-12-04,金字火腿,必需消费品,农副食品加工业,n_pattern_rebound,20251204
603536,603536.SH,13.48,1.37,1板2调,2025-12-04,惠发食品,必需消费品,农副食品加工业,n_pattern_rebound,20251204
301256,301256.SZ,16.07,0.64,1板3调,2025-12-04,华融化学,原材料,化学原料和化学制品制造业,n_pattern_rebound,20251204
603077,603077.SH,2.3,0.96,1板3调,2025-12-04,和邦生物,原材料,化学原料和化学制品制造业,n_pattern_rebound,20251204
603928,603928.SH,16.56,0.67,1板3调,2025-12-04,兴业股份,原材料,化学原料和化学制品制造业,n_pattern_rebound,20251204
000703,000703.SZ,8.219999999999999,1.03,1板2调,2025-12-04,恒逸石化,原材料,化学纤维制造业,n_pattern_rebound,20251204
002566,002566.SZ,9.049999999999999,9.02,1板1调,2025-12-04,益盛药业,医疗保健,医药制造业,n_pattern_rebound,20251204
603590,603590.SH,44.96,3.73,1板1调,2025-12-04,康辰药业,医疗保健,医药制造业,n_pattern_rebound,20251204
002836,002836.SZ,15.540000000000001,2.13,1板1调,2025-12-04,新宏泽,工业,印刷和记录媒介复制业,n_pattern_rebound,20251204
000812,000812.SZ,5.14,1.55,1板2调,2025-12-04,陕西金叶,工业,印刷和记录媒介复制业,n_pattern_rebound,20251204
002769,002769.SZ,12.940000000000001,0.0,1板1调,2025-12-04,普路通,工业,商务服务业,n_pattern_rebound,20251204
300269,300269.SZ,7.98,1.73,1板2调,2025-12-04,联建光电,信息技术,商务服务业,n_pattern_rebound,20251204
600284,600284.SH,8.1,0.71,1板3调,2025-12-04,浦东建设,工业,土木工程建筑业,n_pattern_rebound,20251204
603898,603898.SH,13.49,1.66,1板2调,2025-12-04,好莱客,非必须消费品,家具制造业,n_pattern_rebound,20251204
603163,603163.SH,60.18000000000001,1.07,1板2调,2025-12-04,圣晖集成,非必须消费品,建筑安装业,n_pattern_rebound,20251204
000838,000838.SZ,3.92,3.26,1板1调,2025-12-04,财信发展,房地产,房地产业,n_pattern_rebound,20251204
000608,000608.SZ,2.7,0.68,1板2调,2025-12-04,阳光股份,房地产,房地产业,n_pattern_rebound,20251204
600340,600340.SH,2.5,0.94,1板2调,2025-12-04,华夏幸福,房地产,房地产业,n_pattern_rebound,20251204
000007,000007.SZ,10.15,0.68,1板3调,2025-12-04,全新好,房地产,房地产业,n_pattern_rebound,20251204
000036,000036.SZ,4.680000000000001,0.76,1板3调,2025-12-04,华联控股,房地产,房地产业,n_pattern_rebound,20251204
600829,600829.SH,13.02,1.02,1板2调,2025-12-04,人民同泰,必需消费品,批发业,n_pattern_rebound,20251204
603122,603122.SH,24.12,0.9,1板2调,2025-12-04,合富中国,医疗保健,批发业,n_pattern_rebound,20251204
000829,000829.SZ,10.88,0.69,1板3调,2025-12-04,天音控股,信息技术,批发业,n_pattern_rebound,20251204
